"brand_search","food_code","product_name","maker","category_1","category_3","serving_size","calories","protein_g","sugar_g","sodium_mg","saturated_fat_g","report_number","updated_at"
"고메","P105-001000100-1931","고메이 494 블루베리잼","(주)꽃담에프앤씨","잼류","잼","100g","232.000","0.35","46.57","0.00","0.02","2017032160843","2026-05-07"
"고메","P109-102010200-4103","고메이 494 애플진저","(주)꽃담에프앤씨","음료류","액상차","100g","205.000","0.27","46.44","2.00","0.03","20170321608103","2026-05-07"
"고메","P105-001000100-1932","고메이 494 파인애플유자잼","(주)꽃담에프앤씨","잼류","잼","100g","210.000","0.26","46.24","11.00","0.01","2017032160844","2026-05-07"
"고메","P109-201020000-2322","고메이 블랜딩 핫브루","The낭띠","음료류","해당없음","100mL","11.00","1.20","0.00","2.00","0.00","20220481116205","2026-05-07"
"고메","P107-105010500-0011","고메이494 국내산 참기름","(주)쿠엔즈버킷","식용유지류","참기름","100mL","897.000","0.00","0.00","0.00","14.00","2013010586032","2026-05-07"
"고메","P120-402040000-0307","고메이494 김자반","(주)제이케이글로벌","수산가공식품류","해당없음","100g","586.000","18.10","9.00","1,165.000","6.60","20180452021166","2026-05-07"
"고메","P113-206020400-0028","고메이494 라구소스","한국에스비식품㈜","조미식품","소스","100g","85.00","8.50","3.00","350.000","0.75","196903640041701","2026-05-07"
"고메","P109-102010200-4104","고메이494 로즈 오미자","(주)꽃담에프앤씨","음료류","액상차","100g","212.000","0.23","50.05","1.00","0.02","2017032160835","2026-05-07"
"고메","P120-401040000-1096","고메이494 유기곱창김","(주)제이케이글로벌","수산가공식품류","해당없음","100g","389.000","41.97","4.45","211.000","1.35","20180452021183","2026-05-07"
"고메","P120-401040000-0525","고메이494 유기김","(주)제이케이글로벌","수산가공식품류","해당없음","100g","600.000","20.80","0.00","1,842.000","8.40","2018045202151","2026-05-07"
"고메","P119-101010100-0024","고메이494 유기농 목초 우유","범산목장","유가공품류","우유","100mL","67.00","3.50","5.00","51.00","1.80","20060379004122","2026-05-07"
"고메","P123-207020300-1239","고메이494 한우소고기무국","한국에스비식품㈜","즉석식품류","즉석조리식품","100g","17.00","1.60","0.59","296.000","0.07","196903640041967","2026-05-07"
"고메","P109-102010200-4105","고메이494 허니자몽","(주)꽃담에프앤씨","음료류","액상차","100g","238.000","1.07","46.86","1.00","0.00","20170321608102","2026-05-07"
"고메","P123-207020300-1240","고메이494 황태해장국","한국에스비식품㈜","즉석식품류","즉석조리식품","100g","15.00","0.45","0.66","299.000","0.07","196903640041966","2026-05-07"
"고메","P123-208020300-0027","고메이494고추장찌개","주식회사상촌식품","즉석식품류","즉석조리식품","100g","81.00","6.00","2.71","698.000","0.51","19950347024199","2026-05-07"
"고메","P109-302030200-0183","고메이494골드파인애플주스","농업회사법인(주)프레쉬벨","음료류","과·채주스","100mL","54.00","0.67","10.67","0.00","0.00","2019056448034","2026-05-07"
"고메","P107-107010700-0012","고메이494국내산들기름","(주)쿠엔즈버킷","식용유지류","들기름","100mL","900.000","0.00","0.00","4.00","7.00","2013010586031","2026-05-07"
"고메","P123-208020300-0028","고메이494김치찌개","주식회사상촌식품","즉석식품류","즉석조리식품","100g","48.00","3.43","1.40","232.000","0.40","19950347024198","2026-05-07"
"고메","P123-208020300-0029","고메이494된장찌개","주식회사상촌식품","즉석식품류","즉석조리식품","100g","44.00","3.43","1.11","350.000","0.40","19950347024197","2026-05-07"
"고메","P123-207020300-0075","고메이494사골된장국","주식회사상촌식품","즉석식품류","즉석조리식품","100g","30.00","3.00","0.30","328.000","0.20","19950347024202","2026-05-07"
"고메","P105-001000100-1933","고메이494장미딸기잼","(주)꽃담에프앤씨","잼류","잼","100g","235.000","0.69","47.37","1.00","0.03","2017032160842","2026-05-07"
"고메","P123-208020300-0030","고메이494청국장찌개","주식회사상촌식품","즉석식품류","즉석조리식품","100g","65.00","6.57","0.31","283.000","0.40","19950347024203","2026-05-07"
"고메","P123-207020300-0076","고메이494한우미역국","한국에스비식품㈜","즉석식품류","즉석조리식품","100g","19.00","1.80","0.00","268.000","0.14","196903640041750","2026-05-07"
"고메","P109-203020000-0873","고메이블랜딩","The낭띠","음료류","해당없음","100g","350.000","12.00","0.00","5.00","4.00","20220481116204","2026-05-07"
"고메","P123-224020200-0048","고메잠봉뵈르샌드위치","(주)현대그린푸드","즉석식품류","즉석섭취식품","100g","303.000","14.00","0.67","553.000","6.00","201902803271994","2026-05-07"
"고메","P123-201020300-0373","고메중화게살볶음밥","씨제이제일제당(주)진천BLOSSOM CAMPUS","즉석식품류","즉석조리식품","100g","181.000","4.29","0.95","319.000","1.29","2018045028585","2026-05-07"
"고메","P101-414000400-0004","고메초코프레즐","(주)고메베이글","과자류·빵류 또는 떡류","빵류","100g","261.000","9.09","8.18","296.000","0.45","20090275055209","2026-05-07"
"고메","P101-416000400-0003","고메치즈크리스피핫도그","㈜우양","과자류·빵류 또는 떡류","빵류","100g","324.000","8.24","8.24","541.000","4.59","2021047502957","2026-05-07"
"고메","P123-211020300-0006","고메치즈크림함박스테이크","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","225.000","11.00","7.00","630.000","6.00","199804430141493/19910144038710/2019045020813","2026-05-07"
"고메","P117-502050200-0192","고메치즈함박스테이크","씨제이제일제당(주)진천BLOSSOM CAMPUS","","","100g","235.000","11.00","5.00","600.000","6.00","2018042302825","2026-05-14"
"고메","P117-800080000-0077","고메치즈함박스테이크","씨제이제일제당㈜","식육가공품 및 포장육","해당없음","100g","215.000","9.00","6.00","590.000","5.00","2008044309758","2026-05-07"
"고메","P101-206000200-0135","고메카라멜6종세트","마망갸또","과자류·빵류 또는 떡류","캔디류","100g","467.000","2.00","65.00","98.00","9.00","20180084514104","2026-05-07"
"고메","P101-206000200-0007","고메카라멜세트","마망갸또","과자류·빵류 또는 떡류","캔디류","100g","410.000","0.00","60.00","80.00","10.00","2018008451436","2026-05-07"
"고메","P101-415000400-0039","고메콤비네이션피자","씨제이제일제당㈜","과자류·빵류 또는 떡류","빵류","100g","253.000","11.36","5.43","516.000","4.44","20180450285207","2026-05-07"
"고메","P123-206020300-0021","고메콰트로치즈콘수프","주식회사 동방푸드마스타","즉석식품류","즉석조리식품","100g","96.00","1.65","3.30","308.000","3.30","199104450777028","2026-05-07"
"고메","P101-410000400-0869","고메크로와상","MONBAKEGRUPOEMPRESARIAL,S.A.U","과자류·빵류 또는 떡류","빵류","100g","357.000","6.80","1.70","870.000","15.00","23ES1FK00D3","2026-05-07"
"고메","P101-405000400-0141","고메크로플","(주)고메베이글","과자류·빵류 또는 떡류","빵류","100g","370.000","10.00","6.00","420.000","9.60","20090275055282","2026-05-07"
"고메","P117-800050200-0015","고메크리스피너겟","씨제이제일제당(주)진천BLOSSOM CAMPUS","식육가공품 및 포장육","분쇄가공육제품","100g","240.000","13.00","1.00","480.000","3.00","2018042302813","2026-05-07"
"고메","P117-800080000-0006","고메토마토미트볼","씨제이제일제당㈜","식육가공품 및 포장육","해당없음","100g","210.000","10.00","6.00","600.000","4.80","2008044309756","2026-05-07"
"고메","P123-211020300-0007","고메토마토미트볼","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","188.000","8.50","4.50","375.000","4.00","199804430141371/2019045020811","2026-05-07"
"고메","P101-415000400-0040","고메포테이토피자","씨제이제일제당㈜","과자류·빵류 또는 떡류","빵류","100g","241.000","10.00","5.50","485.000","3.75","20180450285206","2026-05-07"
"고메","P101-104000100-0326","고메포테토 블랙페퍼크랩맛","㈜농심","과자류·빵류 또는 떡류","과자","100g","580.000","5.73","4.00","547.000","13.33","19910461101151","2026-05-07"
"고메","P101-106000100-2062","고메포테토 트러플머스터드맛","㈜농심","과자류·빵류 또는 떡류","과자","100g","563.000","4.50","8.25","575.000","11.25","19910461101138","2026-05-07"
"고메","P117-501050100-5429","고메프리미엄 호주산 바질 양꼬치","(주)다올미트","식육가공품 및 포장육","양념육","100g","230.000","16.00","0.00","290.000","8.00","20200191035116","2026-05-14"
"고메","P117-501050100-5430","고메프리미엄 호주산 쯔란 마리네이드 양꼬치","(주)다올미트","식육가공품 및 포장육","양념육","100g","220.000","15.00","0.00","550.000","9.00","20200191035115","2026-05-14"
"고메","P117-501050100-5431","고메프리미엄 호주산 트러플 시즈닝 양꼬치","(주)다올미트","식육가공품 및 포장육","양념육","100g","280.000","16.00","0.00","320.000","11.00","20200191035117","2026-05-14"
"고메","P101-405000400-2757","고메플레인 제로휘낭시에","주식회사 와밀","과자류·빵류 또는 떡류","빵류","100g","445.000","8.00","0.00","280.000","17.00","20200078335178","2026-05-07"
"고메","P101-415000400-0041","고메하프피자베이컨포테이토","㈜ 피자코리아","과자류·빵류 또는 떡류","빵류","100g","258.000","9.68","4.84","445.000","3.87","20090200096266","2026-05-07"
"고메","P101-415000400-0042","고메하프피자크레이지핫치킨","㈜ 피자코리아","과자류·빵류 또는 떡류","빵류","100g","234.000","5.17","6.21","534.000","3.79","20090200096265","2026-05-07"
"고메","P101-415000400-0043","고메하프피자허니베이컨체다","㈜ 피자코리아","과자류·빵류 또는 떡류","빵류","100g","267.000","8.89","5.56","574.000","4.07","20090200096264","2026-05-07"
"고메","P101-405000400-4013","고메함박브레드","농업회사법인유한회사피오레","과자류·빵류 또는 떡류","빵류","100g","250.000","7.50","10.00","400.000","3.92","20160501015284","2026-05-07"
"고메","P101-405000400-4014","고메함박브레드","유한회사징코푸드시스템","과자류·빵류 또는 떡류","빵류","100g","250.000","7.50","10.00","400.000","3.92","20090501020314","2026-05-07"
"고메","P117-502050200-0193","고메함박스테이크","씨제이제일제당(주)진천BLOSSOM CAMPUS","","","100g","260.000","13.00","6.00","510.000","6.00","2018042302823","2026-05-14"
"고메","P117-800050200-0016","고메함박스테이크","씨제이제일제당(주)진천BLOSSOM CAMPUS","식육가공품 및 포장육","분쇄가공육제품","100g","260.000","13.00","6.00","510.000","6.00","2018042302823	","2026-05-07"
"고메","P117-800080000-0078","고메함박스테이크","씨제이제일제당㈜","식육가공품 및 포장육","해당없음","100g","210.000","9.00","13.00","540.000","4.80","2008044309757","2026-05-07"
"고메","P123-211020300-0009","고메함박스테이크","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","193.000","7.00","6.50","515.000","4.50","19910144038712/2019045020812/199804430141372","2026-05-07"
"고메","P123-211020300-0011","고메핫스파이시미트볼","씨제이제일제당㈜","즉석식품류","즉석조리식품","100g","239.000","10.00","12.78","878.000","4.44","19910144038709","2026-05-07"
"고메","P116-706070200-0020","고메현미감자빵가루","(주)독일에프에스","농산가공식품류","곡류가공품","100g","390.000","11.00","6.00","480.000","1.50","2013044311626","2026-05-07"
"고메","P116-706070200-0033","고메현미감자빵가루","(주)독일에프에스","농산가공식품류","곡류가공품","100g","391.000","10.58","5.80","483.000","1.54","202606880054","2026-05-07"
"노브랜드","P123-207020300-1917","노브랜드 간편닭곰탕","상미식품(주)","즉석식품류","즉석조리식품","100g","389.000","22.22","0.00","6,444.000","0.00","199104490041056","2026-05-07"
"노브랜드","P123-207020300-1918","노브랜드 간편미소된장국","상미식품(주)","즉석식품류","즉석조리식품","100g","333.000","26.67","0.00","9,867.000","0.00","199104490041057","2026-05-07"
"노브랜드","P123-207020300-1919","노브랜드 간편미역국","상미식품(주)","즉석식품류","즉석조리식품","100g","250.000","16.67","0.00","9,167.000","0.00","199104490041058","2026-05-07"
"노브랜드","P123-207020300-1920","노브랜드 간편사골계란국","상미식품(주)","즉석식품류","즉석조리식품","100g","415.000","23.08","0.00","7,385.000","4.62","199104490041059","2026-05-07"
"노브랜드","P101-106000100-3858","노브랜드 고구마형과자","(주)코스모스제과","과자류·빵류 또는 떡류","과자","100g","465.000","11.16","19.71","358.000","4.54","19860332051339","2026-05-07"
"노브랜드","P123-203020300-0550","노브랜드 김치제육 주먹밥","㈜시아스쿡","즉석식품류","즉석조리식품","100g","185.000","4.00","5.00","510.000","1.90","20180452033336","2026-05-07"
"노브랜드","P109-801080100-2873","노브랜드 매실음료 제로","웅진식품㈜","음료류","혼합음료","100mL","2.00","0.00","0.00","10.00","0.00","19960458039722","2026-05-07"
"노브랜드","P101-407000400-1022","노브랜드 매일먹는 식빵","(주)조인앤조인F3","과자류·빵류 또는 떡류","빵류","100g","286.000","8.33","2.67","364.000","2.22","20240470901205","2026-05-07"
"노브랜드","P101-407000400-1023","노브랜드 매일먹는 올리브식빵","(주)조인앤조인F3","과자류·빵류 또는 떡류","빵류","100g","273.000","8.33","2.56","416.000","2.22","20240470901206","2026-05-07"
"노브랜드","P109-201020000-1159","노브랜드 스테비아 믹스커피","남양유업주식회사","음료류","해당없음","100g","405.000","0.00","0.00","143.000","14.29","197902570011000","2026-05-07"
